example_id,nl_query,gold_query
e424,"For each owner account, calculate the average size of a file added in the past month.","select t1.node_id, t1.short_name, sum(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '30 days' group by t1.node_id, t1.short_name"
e425,Print all metadata for joinable table relationships created in the past 3 days.,select * from edge_joinable_table_table where creation_date >= now() - interval '3 days'
e426,"Display the id, names and creation dates for all business terms.","select node_id, short_name, creation_date from node_business_term"
e427,Show the name and descriptions for all columns associated with the classification 'timestamp'.,"select t3.short_name, t3.description from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'timestamp'"
e428,Give the description for the classification labeled 'date'.,select description from node_classification where short_name = 'date'
e429,Find all classifications belonging to 'testuser' that were created in the past 30 days.,"select t3.short_name, t3.creation_date from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_classification as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '30 days'"
e430,Count the number of columns associated with each classification that contains the word 'category' in it's name.,"select t1.node_id, t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id where t1.short_name like '%category%' group by t1.node_id, t1.short_name"
e431,Sort all business terms created in the past 5 days by it's creation timestamp.,"select short_name, creation_date from node_label where creation_date >= now() - interval '5 days' order by creation_date asc"
e432,Count the number of assets of each type owned by each user.,"select t1.node_id, t1.short_name, t3.type_id, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name, t3.type_id"
e433,How many classifications are owned by each user?,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_classification as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e434,"For each table id, show the number of tables derived from it.","select source_node_id, count(*) from edge_derive_table_table group by source_node_id"
e435,"For each table in the lake, show the number of columns and the creation date.","select short_name, num_cols, creation_date from node_table"
e436,Print all metadata for the column named 'mod_date'.,select * from node_column where short_name = 'mod_date'
e437,Count the number of assets owned by each account older than a week.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.creation_date <= now() - interval '7 days' group by t1.node_id, t1.short_name"
e438,How many files were added to the directory 'part4' in the last one year?,select count(*) from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id where t2.creation_date <= now() - interval '1 year' and t1.short_name = 'part4'
e439,Order all columns in the lake by their creation date.,"select short_name, creation_date from node_column order by creation_date asc"
e440,List sizes and descriptions for all files belonging to owner id 3.,"select t1.short_name, t1.fsize, t1.description from node_file as t1 join edge_own as t2 on t1.node_id = t2.target_node_id where t2.source_node_id = 3"
e441,Sort all assets by type id and last modified date.,"select short_name, type_id, modified_date from node order by type_id asc, modified_date desc"
e442,How many assets are present in the lake for each label asset type id?,"select type_id, count(*) from node_label group by type_id"
e443,"Sort all folders by their last modified timestamp and show their names, ids and description.","select short_name, node_id, description, modified_date from node_directory order by modified_date desc"
e444,Show the names of all the columns in the data lake along with the table that they belong to.,"select t3.short_name, t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id"
e445,Print all directory names with size greater than 1MB.,select short_name from node_directory where dsize > 1000
e446,Which are the tables that are unionable with the 'taxi_zones' table?,select t1.short_name from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.target_node_id join node_table as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'taxi_zones'
e447,Show all records for all assets in the lake.,select * from node
e448,Give the long name and description for the DDG table.,"select long_name, description from node_table where short_name = 'dim_department_group'"
e449,Show the first 10 classification labels created.,"select short_name, creation_date from node_classification order by creation_date asc limit 10"
e450,"Show the short name, long name and description for every rdbms in the lake.","select short_name, long_name, description from node_rdbms"
e451,Show all the records for the 10 oldest assets in the lake.,select * from node order by creation_date asc limit 10
e452,Find all tables derived from files with prefix 'dot_vzv'.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'dot_vzv%'
e453,How many tables can be joined with each table in the lake?,"select t1.node_id, t1.short_name from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id"
e454,What are the columns associated with at least one classification label?,select distinct t1.short_name from node_column as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.target_node_id
e455,"List the name, description and creation date for all assets in the lake ordered by their creation dates.","select short_name, description, creation_date from node order by creation_date asc"
e456,"Show the short name, long name and description for the job candidate table.","select short_name, long_name, description from node_table where short_name = 'job_candidate'"
e457,Show all tables created after June 24 2023.,select short_name from node_table where creation_date >= '2023-06-24'
e458,Print out the description for each relational database in the lake.,"select short_name, description from node_rdbms"
e459,Print all the metadata for every nosql database in the data lake.,select * from node_nosql
